,coef,odds_ratio,ci_lower,ci_upper,pvalue
const,0.19662299492329147,1.2172850315502584,0.8563537054913801,1.7303397399162987,0.2731826711702666
seconds_after_rat_arrival,0.0002209366175347812,1.0002209610258268,0.9996773275687597,1.000764890115622,0.42573962436961155
hours_after_sunset,-0.05083221200299352,0.9504381292644101,0.9001224013185829,1.0035664441150958,0.06699912168789308
